Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3275at7147	Complete	CM034720.1:9689275-9718164	9689275	9718164	+	1709.9	1324	https://www.orthodb.org/v10?query=3275at7147	plectin isoform X1
3283at7147	Complete	CM034721.1:20482310-20491886	20482310	20491886	+	1733.5	1239	https://www.orthodb.org/v10?query=3283at7147	tuberin
3371at7147	Complete	CM034718.1:5961358-5969138	5961358	5969138	+	2637.2	1504	https://www.orthodb.org/v10?query=3371at7147	Sec7 domain
3394at7147	Complete	CM034722.1:24139926-24147277	24139926	24147277	+	1359.7	905	https://www.orthodb.org/v10?query=3394at7147	Ankyrin repeat-containing domain
3420at7147	Complete	CM034720.1:13674291-13669216	13674291	13669216	-	2551.6	1376	https://www.orthodb.org/v10?query=3420at7147	Low-density lipoprotein (LDL) receptor class A, conserved site
3422at7147	Complete	CM034718.1:13799630-13807610	13799630	13807610	+	1739.0	932	https://www.orthodb.org/v10?query=3422at7147	protein retinal degeneration B isoform X1
3429at7147	Complete	CM034719.1:6440174-6445740	6440174	6445740	+	1553.3	847	https://www.orthodb.org/v10?query=3429at7147	Ras guanine-nucleotide exchange factor catalytic domain superfamily
3440at7147	Complete	CM034722.1:25656498-25663896	25656498	25663896	+	2226.4	1494	https://www.orthodb.org/v10?query=3440at7147	rootletin
3442at7147	Complete	CM034719.1:3572672-3568890	3572672	3568890	-	1898.7	999	https://www.orthodb.org/v10?query=3442at7147	Aminoacyl-tRNA synthetase, class Ia
3445at7147	Complete	CM034721.1:19250543-19255309	19250543	19255309	+	2167.8	1259	https://www.orthodb.org/v10?query=3445at7147	UDP-glucose:glycoprotein glucosyltransferase
3469at7147	Complete	CM034720.1:18604546-18608652	18604546	18608652	+	1746.1	1033	https://www.orthodb.org/v10?query=3469at7147	K Homology domain, type 1
3500at7147	Complete	CM034718.1:3907243-3898367	3907243	3898367	-	561.6	2685	https://www.orthodb.org/v10?query=3500at7147	protein lava lamp
3505at7147	Complete	CM034721.1:12340142-12347585	12340142	12347585	+	1885.8	961	https://www.orthodb.org/v10?query=3505at7147	neurexin-4 isoform X1
3510at7147	Complete	CM034722.1:15950899-15944240	15950899	15944240	-	1166.5	851	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3521at7147	Complete	CM034721.1:8516292-8512174	8516292	8512174	-	2002.0	1042	https://www.orthodb.org/v10?query=3521at7147	WD40-repeat-containing domain
3551at7147	Complete	CM034722.1:5078587-5033856	5078587	5033856	-	1054.6	582	https://www.orthodb.org/v10?query=3551at7147	Guanylate cyclase
3553at7147	Complete	CM034722.1:7322411-7331222	7322411	7331222	+	2331.2	1336	https://www.orthodb.org/v10?query=3553at7147	Transcription initiation factor TFIID subunit
3556at7147	Complete	CM034720.1:7464683-7460076	7464683	7460076	-	1446.6	900	https://www.orthodb.org/v10?query=3556at7147	Zinc finger, PHD-type
3560at7147	Complete	CM034720.1:15519638-15516201	15519638	15516201	-	996.2	611	https://www.orthodb.org/v10?query=3560at7147	Rab-GTPase-TBC domain
3562at7147	Complete	CM034721.1:3203579-3198564	3203579	3198564	-	978.6	677	https://www.orthodb.org/v10?query=3562at7147	Immunoglobulin-like domain
3585at7147	Complete	CM034722.1:31270104-31274549	31270104	31274549	+	1529.7	1015	https://www.orthodb.org/v10?query=3585at7147	Condensin complex subunit 1
3601at7147	Missing
3605at7147	Complete	CM034718.1:15500284-15478797	15500284	15478797	-	1289.2	659	https://www.orthodb.org/v10?query=3605at7147	Cyclic nucleotide-binding, conserved site
3644at7147	Complete	CM034720.1:14697572-14693012	14697572	14693012	-	2153.0	1241	https://www.orthodb.org/v10?query=3644at7147	cleavage and polyadenylation specificity factor subunit 1
3647at7147	Complete	CM034719.1:510211-513566	510211	513566	+	1621.8	921	https://www.orthodb.org/v10?query=3647at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3679at7147	Complete	CM034719.1:11252254-11248255	11252254	11248255	-	1768.3	984	https://www.orthodb.org/v10?query=3679at7147	Cation-transporting ATPase
3700at7147	Complete	CM034719.1:5568222-5578014	5568222	5578014	+	992.2	891	https://www.orthodb.org/v10?query=3700at7147	tRNA (guanine-N(7)-)-methyltransferase
3707at7147	Complete	CM034718.1:19399629-19391309	19399629	19391309	-	1514.6	967	https://www.orthodb.org/v10?query=3707at7147	rapamycin-insensitive companion of mTOR
3716at7147	Complete	CM034718.1:6191362-6197679	6191362	6197679	+	2811.7	1573	https://www.orthodb.org/v10?query=3716at7147	Transcription elongation factor spt6
3724at7147	Complete	CM034719.1:18251901-18244823	18251901	18244823	-	1408.0	772	https://www.orthodb.org/v10?query=3724at7147	ring canal kelch protein
3746at7147	Complete	CM034721.1:7223224-7233894	7223224	7233894	+	814.3	727	https://www.orthodb.org/v10?query=3746at7147	formin-J
3753at7147	Complete	CM034720.1:12250119-12253580	12250119	12253580	+	2078.9	982	https://www.orthodb.org/v10?query=3753at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3786at7147	Complete	CM034718.1:9285931-9279111	9285931	9279111	-	1636.6	1045	https://www.orthodb.org/v10?query=3786at7147	maestro heat-like repeat-containing protein family member 1
3789at7147	Complete	CM034720.1:17734231-17739015	17734231	17739015	+	932.8	864	https://www.orthodb.org/v10?query=3789at7147	C2 domain
3831at7147	Complete	CM034719.1:544075-552892	544075	552892	+	986.8	722	https://www.orthodb.org/v10?query=3831at7147	FERM domain
3841at7147	Complete	CM034720.1:24554287-24547168	24554287	24547168	-	1482.2	846	https://www.orthodb.org/v10?query=3841at7147	serine/threonine-protein kinase 10 isoform X1
3842at7147	Complete	CM034720.1:9123078-9117945	9123078	9117945	-	1231.9	960	https://www.orthodb.org/v10?query=3842at7147	FANCI solenoid 2 domain
3861at7147	Complete	CM034722.1:25328005-25324286	25328005	25324286	-	1581.2	909	https://www.orthodb.org/v10?query=3861at7147	helicase SKI2W
3868at7147	Complete	CM034718.1:13720118-13745168	13720118	13745168	+	775.8	375	https://www.orthodb.org/v10?query=3868at7147	cytosolic carboxypeptidase NnaD isoform X1
3869at7147	Complete	CM034720.1:17161856-17155421	17161856	17155421	-	794.2	812	https://www.orthodb.org/v10?query=3869at7147	Paired amphipathic helix
3884at7147	Complete	CM034720.1:17615269-17612120	17615269	17612120	-	1151.9	754	https://www.orthodb.org/v10?query=3884at7147	Sterile alpha motif domain
3915at7147	Complete	CM034720.1:19418838-19426638	19418838	19426638	+	2152.7	1323	https://www.orthodb.org/v10?query=3915at7147	FERM domain
3921at7147	Complete	CM034722.1:7098325-7106363	7098325	7106363	+	1380.8	930	https://www.orthodb.org/v10?query=3921at7147	Histone-lysine N-methyltransferase, H3 lysine-79 specific
3935at7147	Complete	CM034722.1:26200727-26238499	26200727	26238499	+	1895.2	936	https://www.orthodb.org/v10?query=3935at7147	Calcium-activated potassium channel alpha chain
3937at7147	Complete	CM034722.1:28883878-28877790	28883878	28877790	-	1328.4	932	https://www.orthodb.org/v10?query=3937at7147	Zinc finger, MYM-type
4013at7147	Complete	CM034720.1:7875330-7864695	7875330	7864695	-	1583.4	905	https://www.orthodb.org/v10?query=4013at7147	Leucine-rich repeat
4015at7147	Complete	CM034721.1:25610109-25615492	25610109	25615492	+	825.0	673	https://www.orthodb.org/v10?query=4015at7147	Histone-lysine N-methyltransferase
4035at7147	Complete	CM034722.1:11823008-11833634	11823008	11833634	+	686.9	474	https://www.orthodb.org/v10?query=4035at7147	Cadherin
4042at7147	Complete	CM034722.1:23167022-23162224	23167022	23162224	-	1759.5	1003	https://www.orthodb.org/v10?query=4042at7147	Gamma-aminobutyric acid type B receptor subunit 2
4053at7147	Complete	CM034719.1:8345315-8340002	8345315	8340002	-	1665.6	865	https://www.orthodb.org/v10?query=4053at7147	Phosphorylase b kinase regulatory subunit
4076at7147	Complete	CM034720.1:23546939-23541936	23546939	23541936	-	859.9	1559	https://www.orthodb.org/v10?query=4076at7147	golgin subfamily A member 4
4133at7147	Complete	CM034718.1:8563516-8570657	8563516	8570657	+	2234.4	1252	https://www.orthodb.org/v10?query=4133at7147	uDENN domain
4145at7147	Complete	CM034723.1:167566-175829	167566	175829	+	1528.6	897	https://www.orthodb.org/v10?query=4145at7147	Cation-transporting ATPase
4163at7147	Complete	CM034720.1:19675237-19670662	19675237	19670662	-	1993.6	1148	https://www.orthodb.org/v10?query=4163at7147	Outer segment 6
4165at7147	Complete	CM034721.1:12976218-12982089	12976218	12982089	+	1481.4	1011	https://www.orthodb.org/v10?query=4165at7147	Immunoglobulin-like domain
4190at7147	Complete	CM034718.1:16018403-16014216	16018403	16014216	-	1654.9	960	https://www.orthodb.org/v10?query=4190at7147	Ran-binding protein 16
4208at7147	Complete	CM034719.1:2235767-2239546	2235767	2239546	+	1559.0	957	https://www.orthodb.org/v10?query=4208at7147	tubulin-specific chaperone D
4218at7147	Complete	CM034718.1:17857459-17869350	17857459	17869350	+	1202.9	908	https://www.orthodb.org/v10?query=4218at7147	Ras GTPase-activating domain
4227at7147	Complete	CM034720.1:9077256-9081887	9077256	9081887	+	1432.9	909	https://www.orthodb.org/v10?query=4227at7147	WD40-repeat-containing domain
4233at7147	Complete	CM034722.1:4926727-4931509	4926727	4931509	+	1993.1	1081	https://www.orthodb.org/v10?query=4233at7147	Immunoglobulin-like domain
4244at7147	Complete	CM034720.1:9281972-9286494	9281972	9286494	+	1120.0	980	https://www.orthodb.org/v10?query=4244at7147	Tetratricopeptide repeat
4262at7147	Complete	CM034721.1:1647867-1644110	1647867	1644110	-	2100.4	1083	https://www.orthodb.org/v10?query=4262at7147	Coatomer subunit alpha
4270at7147	Complete	CM034718.1:6711372-6717045	6711372	6717045	+	1615.3	863	https://www.orthodb.org/v10?query=4270at7147	Coronin
4283at7147	Complete	CM034720.1:16069942-16065461	16069942	16065461	-	1212.5	1105	https://www.orthodb.org/v10?query=4283at7147	Telomere-associated protein RIF1
4291at7147	Complete	CM034720.1:24085132-24092770	24085132	24092770	+	1679.9	913	https://www.orthodb.org/v10?query=4291at7147	solute carrier family 12 member 4 isoform X1
4293at7147	Complete	CM034721.1:1726895-1719428	1726895	1719428	-	908.9	685	https://www.orthodb.org/v10?query=4293at7147	EGF-like, conserved site
4298at7147	Complete	CM034722.1:24763885-24748693	24763885	24748693	-	1543.0	858	https://www.orthodb.org/v10?query=4298at7147	endoplasmic reticulum aminopeptidase 2 isoform X1
4304at7147	Complete	CM034722.1:29214424-29206454	29214424	29206454	-	1703.6	968	https://www.orthodb.org/v10?query=4304at7147	EGF-like, conserved site
4336at7147	Complete	CM034718.1:16882871-16855869	16882871	16855869	-	1497.8	981	https://www.orthodb.org/v10?query=4336at7147	Integrin alpha chain
4344at7147	Complete	CM034718.1:16431186-16434914	16431186	16434914	+	874.2	810	https://www.orthodb.org/v10?query=4344at7147	WASH complex subunit 7
4355at7147	Complete	CM034721.1:11904890-11892398	11904890	11892398	-	2091.5	1229	https://www.orthodb.org/v10?query=4355at7147	Phosphatidylinositol 3-/4-kinase, catalytic domain
4382at7147	Complete	CM034723.1:390687-365875	390687	365875	-	1712.9	879	https://www.orthodb.org/v10?query=4382at7147	Calcium-transporting ATPase
4396at7147	Complete	CM034720.1:24888683-24900537	24888683	24900537	+	969.5	547	https://www.orthodb.org/v10?query=4396at7147	Ubiquitin specific protease, conserved site
4401at7147	Complete	CM034718.1:12608824-12625795	12608824	12625795	+	533.9	315	https://www.orthodb.org/v10?query=4401at7147	WD40 repeat
4408at7147	Complete	CM034719.1:13144416-13140020	13144416	13140020	-	1187.3	736	https://www.orthodb.org/v10?query=4408at7147	ubiquitin conjugation factor E4 B
4416at7147	Complete	CM034719.1:19672643-19667590	19672643	19667590	-	1331.2	852	https://www.orthodb.org/v10?query=4416at7147	rho guanine nucleotide exchange factor 18
4451at7147	Complete	CM034718.1:13651300-13647396	13651300	13647396	-	783.3	612	https://www.orthodb.org/v10?query=4451at7147	RRP12-like protein
4453at7147	Complete	CM034719.1:861233-869042	861233	869042	+	1306.9	773	https://www.orthodb.org/v10?query=4453at7147	Gamma-aminobutyric acid type B receptor
4461at7147	Complete	CM034720.1:21664280-21668763	21664280	21668763	+	1194.8	995	https://www.orthodb.org/v10?query=4461at7147	Zinc finger FYVE domain-containing protein
4496at7147	Complete	CM034721.1:16225719-16223374	16225719	16223374	-	1443.3	716	https://www.orthodb.org/v10?query=4496at7147	DNA polymerase
4497at7147	Complete	CM034722.1:15853466-15849329	15853466	15849329	-	855.9	684	https://www.orthodb.org/v10?query=4497at7147	Zinc finger C2H2 superfamily
4538at7147	Complete	CM034720.1:12802765-12809309	12802765	12809309	+	1989.7	1157	https://www.orthodb.org/v10?query=4538at7147	Immunoglobulin-like domain
4541at7147	Complete	CM034721.1:9105967-9109638	9105967	9109638	+	1502.1	913	https://www.orthodb.org/v10?query=4541at7147	ubiquitin-protein ligase E3B
4551at7147	Complete	CM034722.1:20354867-20358932	20354867	20358932	+	342.6	716	https://www.orthodb.org/v10?query=4551at7147	nuclear receptor coactivator 6
4568at7147	Complete	CM034718.1:16735453-16728701	16735453	16728701	-	1914.6	1147	https://www.orthodb.org/v10?query=4568at7147	rho-associated protein kinase 1 isoform X1
4573at7147	Complete	CM034721.1:15415248-15411429	15415248	15411429	-	1203.6	799	https://www.orthodb.org/v10?query=4573at7147	DNA mismatch repair protein MutS, core
4612at7147	Complete	CM034721.1:2661630-2651312	2661630	2651312	-	1351.2	692	https://www.orthodb.org/v10?query=4612at7147	peroxidasin
4661at7147	Complete	CM034720.1:8772696-8762729	8772696	8762729	-	1057.7	676	https://www.orthodb.org/v10?query=4661at7147	PAN/Apple domain
4736at7147	Complete	CM034722.1:6502047-6496663	6502047	6496663	-	1251.6	846	https://www.orthodb.org/v10?query=4736at7147	protein dispatched
4794at7147	Complete	CM034722.1:14154693-14166028	14154693	14166028	+	1800.3	973	https://www.orthodb.org/v10?query=4794at7147	DNA damage-binding protein 1
4796at7147	Complete	CM034721.1:639750-644769	639750	644769	+	2097.3	1203	https://www.orthodb.org/v10?query=4796at7147	Mediator of RNA polymerase II transcription subunit 14
4801at7147	Complete	CM034718.1:1379856-1362191	1379856	1362191	-	1784.7	951	https://www.orthodb.org/v10?query=4801at7147	Formin, FH3 domain
4853at7147	Complete	CM034721.1:14190312-14194184	14190312	14194184	+	1457.6	896	https://www.orthodb.org/v10?query=4853at7147	dynactin subunit 1
4860at7147	Complete	CM034721.1:8986992-8977967	8986992	8977967	-	885.6	539	https://www.orthodb.org/v10?query=4860at7147	Ankyrin repeat-containing domain
4872at7147	Complete	CM034718.1:21117084-21121543	21117084	21121543	+	1476.5	942	https://www.orthodb.org/v10?query=4872at7147	Niemann-Pick C1 protein
4886at7147	Complete	CM034721.1:12189792-12185534	12189792	12185534	-	882.9	1191	https://www.orthodb.org/v10?query=4886at7147	Gamma-tubulin complex component
4922at7147	Complete	CM034720.1:18784603-18743307	18784603	18743307	-	953.9	808	https://www.orthodb.org/v10?query=4922at7147	Dbl homology (DH) domain
4924at7147	Complete	CM034721.1:12272605-12259762	12272605	12259762	-	1101.7	785	https://www.orthodb.org/v10?query=4924at7147	Thrombospondin type-1 (TSP1) repeat
4939at7147	Complete	CM034719.1:8618577-8627155	8618577	8627155	+	1562.7	761	https://www.orthodb.org/v10?query=4939at7147	Myosin IB heavy chain
4953at7147	Complete	CM034720.1:14309455-14279596	14309455	14279596	-	1230.8	831	https://www.orthodb.org/v10?query=4953at7147	Ankyrin repeat-containing domain
4986at7147	Complete	CM034721.1:3117497-3111366	3117497	3111366	-	1742.8	799	https://www.orthodb.org/v10?query=4986at7147	Chitin binding domain
5008at7147	Complete	CM034722.1:25874151-25880618	25874151	25880618	+	1332.2	771	https://www.orthodb.org/v10?query=5008at7147	C2 domain
5032at7147	Complete	CM034722.1:8931821-8935509	8931821	8935509	+	1080.5	791	https://www.orthodb.org/v10?query=5032at7147	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
5041at7147	Complete	CM034719.1:2406563-2440684	2406563	2440684	+	1297.3	1105	https://www.orthodb.org/v10?query=5041at7147	EGF-like calcium-binding, conserved site
5086at7147	Complete	CM034723.1:643836-652784	643836	652784	+	1675.6	878	https://www.orthodb.org/v10?query=5086at7147	Fibronectin type III
5100at7147	Complete	CM034718.1:13838831-13848322	13838831	13848322	+	982.4	578	https://www.orthodb.org/v10?query=5100at7147	Sn1-specific diacylglycerol lipase alpha
5132at7147	Complete	CM034722.1:4377334-4395471	4377334	4395471	+	1446.8	929	https://www.orthodb.org/v10?query=5132at7147	Ankyrin repeat-containing domain
5170at7147	Complete	CM034719.1:19616206-19611662	19616206	19611662	-	1901.9	1033	https://www.orthodb.org/v10?query=5170at7147	DNA topoisomerase 2
5172at7147	Complete	CM034722.1:19488205-19485031	19488205	19485031	-	1238.5	781	https://www.orthodb.org/v10?query=5172at7147	importin-13
5188at7147	Complete	CM034718.1:9042982-9056197	9042982	9056197	+	875.2	504	https://www.orthodb.org/v10?query=5188at7147	SH3 domain
5195at7147	Complete	CM034718.1:10225342-10234503	10225342	10234503	+	1955.0	1112	https://www.orthodb.org/v10?query=5195at7147	ral GTPase-activating protein subunit beta isoform X1
5203at7147	Complete	CM034722.1:12804018-12799390	12804018	12799390	-	1085.3	686	https://www.orthodb.org/v10?query=5203at7147	ATP-dependent DNA helicase RecQ, zinc-binding domain
5223at7147	Complete	CM034720.1:13413660-13417252	13413660	13417252	+	1678.9	859	https://www.orthodb.org/v10?query=5223at7147	valine--tRNA ligase
5264at7147	Complete	CM034718.1:13285752-13274088	13285752	13274088	-	1118.7	687	https://www.orthodb.org/v10?query=5264at7147	Histone deacetylase
5281at7147	Complete	CM034719.1:7191710-7183063	7191710	7183063	-	1507.5	967	https://www.orthodb.org/v10?query=5281at7147	PurM-like, C-terminal domain
5309at7147	Complete	CM034720.1:16201575-16195910	16201575	16195910	-	1917.8	946	https://www.orthodb.org/v10?query=5309at7147	ATP-citrate synthase
5354at7147	Complete	CM034718.1:9322809-9327665	9322809	9327665	+	1391.3	903	https://www.orthodb.org/v10?query=5354at7147	von Willebrand factor A domain-containing protein 8
